nom_grup, nom_canço, lletra
"salsa-rumbesco","mulata","Figura vertiginosa i cintura invertebrada
Balles i quan balles tothom et dedica la seva mirada
Tu ets la mulata amb pits porucs a la llum del sol
Balla aquesta nit amb mi i evitem els dos el nostre dol
Balla, balla mulata, balla, balla amb mi
Balla, balla mulata, balla, balla per mi
Balla amb mi aquesta nit, i gaudirem fins a l'albada
I cansats caurem al llit oblidant el dormir amb una mirada
Els dos tirarem per terra llençols, crits i cossos nus
Eliminant oceans i fronteres, construint un país tots junts
Balla, balla mulata, balla, balla amb mi
Balla, balla mulata, balla, balla per mi
I quan arribi el trist moment de separar la nostra petjada
No et passarà per la ment oblidar la història contada
El teu llit aquesta nit dorm sol sense companyia
L'any que ve fuges amb mi per continuar la bogeria!
Balla, balla mulata, balla, balla amb mi
Balla, balla mulata, balla, balla per mi
Que si tu agafes el meu havano mentres tu marques el compàs
Balla per mi
Peró què t'has pensat company jo de tu no em fiaria,mai
Balla per mi
Vente a bailar con migo mulata al son de la sandunguera
Balla per mi
Se me sube la cintura ricura, por encima del nivel
Balla per mi
Subete a mi carro mami yo te compro la luna entera
Balla per mi
Improvització dolent dolent! Que dira la gent?!
Que diguin el que volguin que jo ja estic content!
Balla per mi, mulata balla per mi."
"salsa-rumbesco","navegant","A la vida hem conegut moltes persones
Encisos i desenganys que vénen que van que tornen
Però jo oblido jo oblido i camino
Perquè (que) estimar em fa més forta
Així em desitjo i em somio que res més a mi no m'importa
Navegant pels mars de l'abundància
Hem gaudit a canvi de no ser francs
Però els orgasmes més grans i al·lucinants
Han estat amb aquests dits i aquestes mans
Se que ni la fatiga ni la fugida
Acabaran amb les meves passions
Perquè són engranatge i guia
De les meves, de les meves, de les meves decisions
Navegant pels mars de l'abundància
Hem gaudit a canvi de no ser francs
Però els orgasmes més grans i al·lucinants
Han estat amb aquests dits i aquestes mans
Si navegant jo trobo,segur que trobo,
Rere les ones el que busquem,
Si navegant intento que surin sempre els meus sentiments
I navegant i caminant al món
Jo ja no vull mirar més enrere
Travesso cada barrera, avui i sempre es el moment
Com la resta de la gent sense saber que m'espera
Avui i sempre és el moment.
Passió, espera lluita cega
Avui i sempre és el moment
Passió, espera, ni un pas enrere
Si la por que tens es de quedar-te tot sol,
Les teves ales ja no aixequen el vol, com dol
Mirant a la vida sempre buscant la sortida, fugint de la mentida
I volaràs lluny,la lluita no s'atura
Navegaràs lluny, segueix mirant la llum
Sempre a la vora 9:30 i 9Son
Però hi ha una cosa que has de fer tu tot sol,
Mai no oblidis com, amb Zulú 9:30 i 9Son
Aixeca ben alt,el teu coll
Navegant pels mars de l'abundància
Hem gaudit a canvi de no ser francs
Però els orgasmes més grans i al·lucinants
Han estat amb aquests dits i aquestes mans"
"salsa-rumbesco","somni-destiu","Avui a la platja es despullen
Roques i peixos de tots colors
La mar es d'un blau transparent
La sorra fina i el sol calent
Mirant al far de Barbaria
Les salamandres i les gavines
Ens acompanyen a tu i jo
No tinguis por, no tinguis por
Per viure un somni d'estiu
No pensis gaire sent el caliu
Des de La Mola fins es caló
La rumba sona per tot el món
La rumba sona per tot el món
Des de la costa fins a migjorn
Capbussat nena no tinguis por
Perquè aquest somni serà millor
Serà millor,serà millor
El nostre somni no tinguis por
Serà millor, serà millor
Quan nedem tot solets tu i jo
Capvespres tendres vora la mar
Les pedres dansen amunt i a vall
El sol es baix es va ponent
Em sento lliure visc el present
Presento que en aquesta nit
La lluna s'omple amb delit
Amb els teus ulls ben adormits
Es la recança del que he sentit
La rumba sona per tot el món
Des de la costa fins a migjorn
Capbussat nena no tinguis por
Perquè aquest somni serà millor
Serà millor,serà millor
El nostre somni no tinguis por
Serà millor, serà millor
Si la guitarra sona amb amor
Serà millor,serà millor
El nostre somni no tinguis por
Serà millor, serà millor
Si la guitarra sona amb amor"
"tornarem-a-neixer","tornarem-a-neixer","He conegut una noieta
que em fa perdre la xaveta
potser estigui una mica enamorat
Ja es comencen a remoure
ben a dins la meva panxa
papallones que no paren de voltar
I jo penso que m'agrada
això és una passada
no ho vull desaprofitar.
Aleshores, a què estem esperant?
Si la vida se'ns escapa en un instant!
Són com bombolles de colors
L'alè dels teus petons
si em descordes els botons
tornarem a néixer
Són com bombolles de colors
L'alè dels teus petons
si em descordes els botons
Al·lucino quan em mires
Amb una dolça mirada
Si m'atanso al teu costat
Cada cop que m'abraones
s'encenen totes les ones
del que sembla felicitat
Et faré el meu cor a mida
I si no trobes la sortida
Potser em faci el despistat
Si la vida és de rosa
diuen que l'amor s'hi posa
no ho vull desaprofitar
Aleshores, a què estem esperant
la partida tot just ha començat!
Són com bombolles de colors
L'alè dels teus petons
si em descordes els botons
tornarem a néixer. X2"
"diuen","diuen","Diuen que el pas del temps
et fa més segur,
jo penso que tanca portes
el pes de vells errors
i amors vençuts,
com escuts fan d’armadura.
Diuen que a poc a poc
així et coneixes,
acceptes els mals i bons moments,
acceptes que poc més que res
és per sempre.
I diuen tantes coses
com que el cel i l’infern
són dins la pell.
I diuen tantes coses
Que no sé cap a on vaig
i m’està bé.
I diuen tantes coses,
com que tot millora
al teu carrer.
I diuen tantes coses,
que el millor d’estimar
és fer-ho bé.
Diuen també que m’enamoro perdut
del bombo, el clap i les caigudes.
Ja saps, no reneguem del que hem sigut
perquè som vida
i som dansa.
Diuen també que hi ha trens que mai passen
i aquest que passa l’agafarem junts,
la fi del món i dels dies que es fan curts
brindant amb tu.
I diuen tantes coses
com que el cel i l’infern
són dins la pell.
I diuen tantes coses
Que no sé cap a on vaig
i m’està bé.
I diuen tantes coses,
com que tot millora
al teu carrer.
I diuen tantes coses,
que el millor d’estimar
és fer-ho bé.
I diuen tantes coses,
que vull quedar-me a viure aquest moment,
a esprémer el suc d’aquest món eixut
que massa cops s’escapa.
Avui diré que no em fa res
tornar-me a aixecar un cop més.
Ja saps, no reneguem del que hem sigut
perquè som vida
i som dansa."
"final-destiu","a-voltes","No, no vull tornar,
aquest camí se’m queda gran,
no vull mirar i pensar
que ho trobo a faltar.
Potser hi ha qui sap
si el pas del temps ens pot curar,
a voltes hi ha qui diu
que mai es tanca.
I a voltes sento
que això no acaba mai,
que ha vingut per quedar-se,
i és veritat que ja cansa.
A voltes m’aixeco
però més em vinc abaix
i que sa és adonar-se’n
per poder superar-se
o almenys anar tirant.
I sí, va com va,
però t’he de dir que em passa igual,
no vull notar com tot
torna a buscar-me.
I el món em cau
i no és estrany sentir-se estrany,
callar amb un tema trist
sobre la taula.
I a voltes sento
que tot segueix igual,
que només són vacances
i quan torni a casa
Estaràs esperant-me
que faci el sopar
i que sa és adonar-se’n
per poder superar-te
o almenys anar tirant.
I a voltes sento
que això no acaba mai,
que ha vingut per quedar-se,
i és veritat que ja cansa.
A voltes m’aixeco
però més em vinc abaix
i que sa és adonar-se’n
per poder superar-se
o almenys anar tirant."
"final-destiu","cridam","Una setmana més
que és un dia més
llevant-nos a Terrassa,
cada cop menys mala raça.
Un dia de la marmota
que torna i ens esgota.
Una derrota més
cada cop creure menys.
I vols tirar endavant,
però al final no saps
si tornar és la forma d’arribar
a tot el que has somiat.
Crida’m
si un dia veus que ens hem fet grans
i no hem gaudit la vida,
Puc passar
a buscar-te de currar
i planegem la fugida
D’oficines grises,
d’un dilluns matí,
de somniar caps de setmana
fins les sis al Sala,
de sentir que no som res
i si avui no ens llevem abraçar
l’hora més que ens fa anar tard.
No hi ha amor més fort
que l’olor d’una roba.
Em pregunto si soc jo
o el cervell s’estova
I troba aquella olor
per quedar-s’hi a viure
o si vol mil últim balls de festa major
a mil porteries.
I vol tirar endavant,
però al final no sap
si tornar és la forma d’arribar
a tot el que has somiat.
Crida’m
si un dia veus que ens hem fet grans
i no hem gaudit la vida,
Puc passar
a buscar-te de currar
i planegem la fugida
D’oficines grises,
d’un dilluns matí,
de somniar caps de setmana
fins les sis al Sala,
de sentir que no som res
i si avui no ens llevem abraçar
l’hora més que ens fa anar tard.
Crida’m
si un dia veus que ens hem fet grans
i no hem gaudit la vida,
Puc passar
a buscar-te de currar
i planegem la fugida
Crido
i no vull ser el que era abans
ni el que era fa tres vides,
Sense por
a sentir que m’has fet mal
tot i que no volies.
Viure és més que això,
d’això n’estic segur,
que fer volar coloms
tot i estar perduts,
Que assumir que el no estar bé
se’ns està fent com etern
i que sa és adonar-se’n
per poder superar-se
o almenys anar tirant"
"final-destiu","daixo-va-estimar","Ara que els dilluns
són més dilluns,
que fer-se gran és anar cremant
opcions de qui vols ser,
somniar pagar un lloguer.
Era fugir endavant
navegant pels dies
que s’escolen suaus
resseguint tons de blau.
Ara que era tard
has aparegut
per recordar que el bé i el mal
són part d’un mateix.
No sé què fas, però amb tu faig bé.
Venen moments de canviar,
de fugir fugides
i si canvio és per mi,
però amb tu és més senzill.
Brindo per lluitar
als moments perduts
i que per brindar
acabem nuus.
Amb tu sempre caldrien dos diumenges,
però també sé
que hi ha moments que cal curar.
Tantes nits per veure’ns imperfectes,
fer un lloc
on no ens podran trobar.
Brindo per lluitar
als moments perduts
i que per brindar
acabem nuus.
Ara que estic fart
de ser un impàs,
de no mirar pels altres
i d’estar destrossat
pels fantasmes passats.
Sé que no et puc estimar
com he estimat a altres,
però d’això va estimar,
no hi ha dos amors igual."
"final-destiu","diuen","Diuen que el pas del temps
et fa més segur,
jo penso que tanca portes
el pes de vells errors
i amors vençuts,
com escuts fan d’armadura.
Diuen que a poc a poc
així et coneixes,
acceptes els mals i bons moments,
acceptes que poc més que res
és per sempre.
I diuen tantes coses
com que el cel i l’infern
són dins la pell.
I diuen tantes coses
Que no sé cap a on vaig
i m’està bé.
I diuen tantes coses,
com que tot millora
al teu carrer.
I diuen tantes coses,
que el millor d’estimar
és fer-ho bé.
Diuen també que m’enamoro perdut
del bombo, el clap i les caigudes.
Ja saps, no reneguem del que hem sigut
perquè som vida
i som dansa.
Diuen també que hi ha trens que mai passen
i aquest que passa l’agafarem junts,
la fi del món i dels dies que es fan curts
brindant amb tu.
I diuen tantes coses
com que el cel i l’infern
són dins la pell.
I diuen tantes coses
Que no sé cap a on vaig
i m’està bé.
I diuen tantes coses,
com que tot millora
al teu carrer.
I diuen tantes coses,
que el millor d’estimar
és fer-ho bé.
I diuen tantes coses,
que vull quedar-me a viure aquest moment,
a esprémer el suc d’aquest món eixut
que massa cops s’escapa.
Avui diré que no em fa res
tornar-me a aixecar un cop més.
Ja saps, no reneguem del que hem sigut
perquè som vida
i som dansa."
"final-destiu","la-de-final-destiu","Tu no saps
que sempre he tingut por
a apostar per mi,
malgrat tot el vertigen,
som aquí.
La por a sincerar-me,
les ganes d’estimar-me,
els traumes de rialles
que porto ben endins.
Vull creure en mi,
no en el destí.
No hi ha res perquè sí,
només cançons
que es tornen
un refugi d’aquest món.
Tan bonic i tan cruel,
creus que ens tapa el mateix cel?
Si et dic que em menja el pes
de voler ser millor que ahir
seguiràs aquí?
És estrany,
vull viure sense témer l’error,
aprendre de les males decisions.
Com s’aprèn a dir adéu?
Vull entendre com ho feu.
De tant no tancar etapes
crec que em vaig quedar
tancant junts aquell bar.
També és estrany,
somnio lluitar amb tu pels llençols,
també diré que em cal molt estar sol,
Abraçar la soledat
potser molt, però no tant.
Potser el que m’amoïna
és fer-ho per no encaixar,
seguir ballant la gent i el seu compàs.
Tan bonic i tan cruel,
creus que ens tapa el mateix cel?
Si et dic que em menja el pes
de voler ser millor que ahir
seguiràs aquí?
Tan bonic i tan cruel,
creus que ens tapa el mateix cel?
Tan bonic i tan cruel,
creus que ens tapa el mateix cel?"
"final-destiu","poc-mes-que-res","Per començar diré que és el final,
fi de cansar-me de caure a terra.
Vull abraçar els errors,
i sentir-me’ls meus,
saber que sol puc aixecar-me
com les cançons aixequen les ànimes.
Vaig ser un bala perduda
i ara pago els plats trencats
de no quedar-me a algun llit, buscar aventures
de poble en poble, guitarra a les mans.
La teva mà amb la meva,
el pas sincronitzat i el respirar.
Els despertars a casa teva,
una hora més que ens fa anar tard.
No vull que ho donis tot,
només poc més que res.
Vull ser lliure estimant-me
i sent lliure estimaré.
Que no és l'amor que mata
el que viu per sempre més.
L'amor que dura
odia els per sempre eternament.
Sóc arrítmic a la gent,
al seu compàs,
la seva forma
d’entendre la vida.
I tu,
que ara em balles tan bé...
Ballarem fins que es faci de dia
jugant a curar les ferides.
NO VULL QUE HO CURIS TOT..."
"final-destiu","quan-tot-va-be","Podria explicar
que m’he cansat
d’esperar sempre els amors,
malgrat no vulguin,
seguirà girant el món
sense que l’aturin
Ni importi el passat,
perquè potser
mirar endavant em faci por,
però si no fa por
quina gràcia té
tot el que em proposi?
Viure i acceptar
que la sort va i ve
i els amics també,
com els bons moments,
i en els dolents,
trobar qui ets.
Riure i llençar-nos
a l’aigua amb sal,
la que porta el mar
i les llàgrimes,
com un petó,
rom cola al got!
Quan tot va bé
fem parar el temps
per a poder-lo abraçar,
fer-lo volar.
Trobo a faltar
no haver viscut
quan no es podia fer res sol,
un temps que no he viscut
però em sembla molt millor
que el que avui ens toca.
Que no sabem cuidar,
que confonem
el ser un mateix amb trencar els ponts.
No hi ha cap xarxa
que pugui donar això,
l’amor de les cures.
I si últimament
no veus molts colors
no és pas estrany,
això ens passa a tots
al pensar
“que trist el món”.
I ara que ja són
les vuit del matí
no vull que marxeu,
no vull anar a dormir.
No sé qui ets,
queda’t amb mi!
Quan tot va bé
fem parar el temps
per a poder-lo abraçar,
fer-lo volar.
No, no ploris massa,
que no torni el fred que et va portar.
Que la nit és llarga,
tinc tot un món per explicar.
I si últimament
no veus molts colors
no és pas estrany,
això ens passa a tots
al pensar
“que trist el món”.
I ara que ja són
les vuit del matí
no vull que marxeu,
no vull anar a dormir.
No sé qui ets,
queda’t amb mi!
Quan tot va bé
fem parar el temps
per a poder-lo abraçar,
fer-lo volar."
